timeRest1min,1
timeRest1max,1
timeRest2,30
timeTrial,90
timeOnlyItems,0
numberOfTrials,10
numberOfBlocks,3
numberOfInstances,30
i1__weights,"[94,28,12,27,72,95,63,7]"
i1__values,"[73,1,80,3,92,88,49,59]"
i1__capacity,279
i1__problemID,sim_instances_gen_8__id8206
i1__instanceType,8
i1__profitAtOptimum,371
i1__capacityAtOptimum,276
i1__solutionItems,"[0,0,1,1,1,1,1,1]"
i1__expAccuracy,0.341889439
i2__weights,"[11,55,45,64,95,61,47,42]"
i2__values,"[20,40,70,40,53,41,48,72]"
i2__capacity,252
i2__problemID,sim_instances_gen_8__id6752
i2__instanceType,8
i2__profitAtOptimum,271
i2__capacityAtOptimum,250
i2__solutionItems,"[0,1,1,0,0,1,1,1]"
i2__expAccuracy,0.327729839
i3__weights,"[10,23,57,77,57,30,15,63]"
i3__values,"[13,91,67,64,13,41,91,22]"
i3__capacity,199
i3__problemID,sim_instances_gen_8__id9926
i3__instanceType,8
i3__profitAtOptimum,326
i3__capacityAtOptimum,182
i3__solutionItems,"[1,1,1,1,0,0,1,0]"
i3__expAccuracy,0.33445478
i4__weights,"[5,55,68,47,41,88,59,11]"
i4__values,"[86,73,42,38,68,97,89,30]"
i4__capacity,262
i4__problemID,sim_instances_gen_8__id3678
i4__instanceType,8
i4__profitAtOptimum,443
i4__capacityAtOptimum,259
i4__solutionItems,"[1,1,0,0,1,1,1,1]"
i4__expAccuracy,0.309069862
i5__weights,"[9,44,3,21,13,96,78,39]"
i5__values,"[45,82,60,2,50,58,48,17]"
i5__capacity,167
i5__problemID,sim_instances_gen_8__id3307
i5__instanceType,8
i5__profitAtOptimum,295
i5__capacityAtOptimum,165
i5__solutionItems,"[1,1,1,0,1,1,0,0]"
i5__expAccuracy,0.347276603
i6__weights,"[64,50,20,84,64,18,79,39]"
i6__values,"[42,44,41,97,9,3,70,78]"
i6__capacity,293
i6__problemID,sim_instances_gen_8__id6638
i6__instanceType,8
i6__profitAtOptimum,333
i6__capacityAtOptimum,290
i6__solutionItems,"[0,1,1,1,0,1,1,1]"
i6__expAccuracy,0.345012679
i7__weights,"[85,91,10,51,30,59,73,72]"
i7__values,"[98,79,17,44,95,67,55,29]"
i7__capacity,283
i7__problemID,sim_instances_gen_8__id7180
i7__instanceType,8
i7__profitAtOptimum,356
i7__capacityAtOptimum,275
i7__solutionItems,"[1,1,1,0,1,1,0,0]"
i7__expAccuracy,0.312879633
i8__weights,"[99,29,76,20,97,86,75,4]"
i8__values,"[81,72,73,58,44,48,72,84]"
i8__capacity,219
i8__problemID,sim_instances_gen_8__id6747
i8__instanceType,8
i8__profitAtOptimum,359
i8__capacityAtOptimum,204
i8__solutionItems,"[0,1,1,1,0,0,1,1]"
i8__expAccuracy,0.34946117
i9__weights,"[76,99,75,2,44,69,63,98]"
i9__values,"[59,32,65,28,81,34,14,97]"
i9__capacity,289
i9__problemID,sim_instances_gen_8__id4657
i9__instanceType,8
i9__profitAtOptimum,305
i9__capacityAtOptimum,288
i9__solutionItems,"[0,0,1,1,1,1,0,1]"
i9__expAccuracy,0.338995728
i10__weights,"[73,5,6,81,85,45,22,89]"
i10__values,"[21,88,70,88,40,62,38,89]"
i10__capacity,244
i10__problemID,sim_instances_gen_8__id2667
i10__instanceType,8
i10__profitAtOptimum,397
i10__capacityAtOptimum,226
i10__solutionItems,"[0,1,1,1,0,1,0,1]"
i10__expAccuracy,0.343380354
i11__weights,"[71,98,81,89,92,39,63,77]"
i11__values,"[52,47,58,39,86,80,38,45]"
i11__capacity,458
i11__problemID,sim_instances_gen_8__id4637
i11__instanceType,8
i11__profitAtOptimum,368
i11__capacityAtOptimum,458
i11__solutionItems,"[1,1,1,0,1,1,0,1]"
i11__expAccuracy,0.318505936
i12__weights,"[79,93,83,36,28,32,5,89]"
i12__values,"[5,51,90,62,65,98,23,25]"
i12__capacity,267
i12__problemID,sim_instances_gen_8__id9455
i12__instanceType,8
i12__profitAtOptimum,338
i12__capacityAtOptimum,263
i12__solutionItems,"[1,0,1,1,1,1,1,0]"
i12__expAccuracy,0.346202744
i13__weights,"[31,19,1,97,16,42,96,37]"
i13__values,"[69,74,88,89,58,6,78,67]"
i13__capacity,186
i13__problemID,sim_instances_gen_8__id520
i13__instanceType,8
i13__profitAtOptimum,387
i13__capacityAtOptimum,185
i13__solutionItems,"[1,1,1,1,0,0,0,1]"
i13__expAccuracy,0.327660596
i14__weights,"[88,87,75,65,33,53,97,73]"
i14__values,"[66,68,41,15,19,92,83,95]"
i14__capacity,371
i14__problemID,sim_instances_gen_8__id4959
i14__instanceType,8
i14__profitAtOptimum,357
i14__capacityAtOptimum,343
i14__solutionItems,"[0,1,0,0,1,1,1,1]"
i14__expAccuracy,0.325684253
i15__weights,"[33,22,73,4,42,44,43,10]"
i15__values,"[43,30,92,19,12,40,48,65]"
i15__capacity,136
i15__problemID,sim_instances_gen_8__id7650
i15__instanceType,8
i15__profitAtOptimum,224
i15__capacityAtOptimum,130
i15__solutionItems,"[0,0,1,1,0,0,1,1]"
i15__expAccuracy,0.311864141
i16__weights,"[45,46,21,50,81,7,92,86]"
