timeRest1min,1
timeRest1max,1
timeRest2,15
timeTrial,90
timeOnlyItems,0
numberOfTrials,13
numberOfBlocks,2
numberOfInstances,26
i1__capacity,86
i1__capacityAtOptimum,78
i1__expAccuracy,0.441410102
i1__instanceType,8
i1__problemID,sim_instances_gen_8__id6623
i1__profitAtOptimum,138
i1__solutionItems,"[0,1,0,0,1,0,0,0]"
i1__values,"[9,46,20,4,92,83,40,79]"
i1__weights,"[36,22,38,95,56,77,9,96]"
i2__capacity,324
i2__capacityAtOptimum,322
i2__expAccuracy,0.406720441
i2__instanceType,8
i2__problemID,sim_instances_gen_8__id8818
i2__profitAtOptimum,395
i2__solutionItems,"[1,0,0,1,1,1,1,1]"
i2__values,"[67,3,85,30,33,97,92,76]"
i2__weights,"[46,81,96,61,3,84,93,35]"
i3__capacity,301
i3__capacityAtOptimum,291
i3__expAccuracy,0.414721521
i3__instanceType,8
i3__problemID,sim_instances_gen_8__id9777
i3__profitAtOptimum,379
i3__solutionItems,"[1,1,0,1,1,1,0,0]"
i3__values,"[90,73,41,81,78,57,15,71]"
i3__weights,"[58,87,28,63,61,22,13,98]"
i4__capacity,250
i4__capacityAtOptimum,240
i4__expAccuracy,0.429220513
i4__instanceType,8
i4__problemID,sim_instances_gen_8__id8362
i4__profitAtOptimum,308
i4__solutionItems,"[1,1,0,1,1,0,1,1]"
i4__values,"[80,20,5,67,45,18,88,8]"
i4__weights,"[2,42,26,67,27,67,96,6]"
i5__capacity,265
i5__capacityAtOptimum,249
i5__expAccuracy,0.430530394
i5__instanceType,8
i5__problemID,sim_instances_gen_8__id773
i5__profitAtOptimum,301
i5__solutionItems,"[1,1,1,1,0,1,1,0]"
i5__values,"[42,49,96,18,28,55,41,24]"
i5__weights,"[10,67,89,1,40,58,24,64]"
i6__capacity,70
i6__capacityAtOptimum,64
i6__expAccuracy,0.449528213
i6__instanceType,8
i6__problemID,sim_instances_gen_8__id2248
i6__profitAtOptimum,90
i6__solutionItems,"[1,0,0,1,1,0,0,0]"
i6__values,"[20,26,9,10,60,10,48,51]"
i6__weights,"[14,74,7,11,39,93,38,76]"
i7__capacity,458
i7__capacityAtOptimum,458
i7__expAccuracy,0.41786651
i7__instanceType,8
i7__problemID,sim_instances_gen_8__id4637
i7__profitAtOptimum,368
i7__solutionItems,"[1,1,1,0,1,1,0,1]"
i7__values,"[52,47,58,39,86,80,38,45]"
i7__weights,"[71,98,81,89,92,39,63,77]"
i8__capacity,94
i8__capacityAtOptimum,88
i8__expAccuracy,0.441611321
i8__instanceType,8
i8__problemID,sim_instances_gen_8__id4779
i8__profitAtOptimum,112
i8__solutionItems,"[0,0,1,0,0,0,1,0]"
i8__values,"[45,35,69,89,62,94,43,54]"
i8__weights,"[57,30,55,83,60,96,33,58]"
i9__capacity,395
i9__capacityAtOptimum,387
i9__expAccuracy,0.412366305
i9__instanceType,8
i9__problemID,sim_instances_gen_8__id8054
i9__profitAtOptimum,336
i9__solutionItems,"[0,0,1,1,1,1,1,1]"
i9__values,"[49,60,47,57,78,75,55,24]"
i9__weights,"[79,98,61,87,61,83,53,42]"
i10__capacity,203
i10__capacityAtOptimum,203
i10__expAccuracy,0.401020919
i10__instanceType,8
i10__problemID,sim_instances_gen_8__id5879
i10__profitAtOptimum,391
i10__solutionItems,"[1,1,1,0,1,1,0,1]"
i10__values,"[77,56,72,43,65,45,59,76]"
i10__weights,"[65,42,53,1,30,5,67,8]"
i11__capacity,220
i11__capacityAtOptimum,213
i11__expAccuracy,0.426661552
i11__instanceType,8
i11__problemID,sim_instances_gen_8__id1514
i11__profitAtOptimum,353
i11__solutionItems,"[1,1,1,1,1,1,1,0]"
i11__values,"[70,45,59,9,93,21,56,52]"
i11__weights,"[72,56,31,5,17,26,6,80]"
i12__capacity,294
i12__capacityAtOptimum,288
i12__expAccuracy,0.439211114
i12__instanceType,8
i12__problemID,sim_instances_gen_8__id5935
i12__profitAtOptimum,394
i12__solutionItems,"[1,0,1,1,1,0,1,1]"
i12__values,"[63,17,94,48,31,87,96,62]"
i12__weights,"[65,46,70,17,37,86,89,10]"
i13__capacity,194
i13__capacityAtOptimum,160
i13__expAccuracy,0.442182237
i13__instanceType,8
i13__problemID,sim_instances_gen_8__id2482
i13__profitAtOptimum,379
i13__solutionItems,"[1,1,1,0,1,1,0,0]"
i13__values,"[76,79,71,61,98,55,93,60]"
i13__weights,"[22,26,48,46,60,4,84,62]"
i14__capacity,214
i14__capacityAtOptimum,209
i14__expAccuracy,0.820633418
i14__instanceType,8
i14__problemID,sim_instances_gen_8__id3772
i14__profitAtOptimum,415
i14__solutionItems,"[1,0,1,1,0,1,0,1]"
i14__values,"[98,11,95,90,66,38,19,94]"
i14__weights,"[45,46,21,50,81,7,92,86]"
i15__capacity,193
i15__capacityAtOptimum,191
i15__expAccuracy,0.83264471
i15__instanceType,8
i15__problemID,sim_instances_gen_8__id6290
i15__profitAtOptimum,214
i15__solutionItems,"[0,1,0,0,1,1,1,1]"
i15__values,"[12,45,5,6,9,54,35,71]"
i15__weights,"[45,69,85,65,6,11,69,36]"
i16__capacity,155
i16__capacityAtOptimum,148
